Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.9,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,120.0,-5.8,0.25,4.17
PEAK,1330.0,-7.2,1.1,1.27
PEAK,1950.0,4.0,1.4,1.01
PEAK,2700.0,-4.9,3.0,0.48
PEAK,3200.0,-0.7,5.0,0.29
PEAK,4100.0,-2.2,6.0,0.24
PEAK,5870.0,-6.0,6.0,0.24
HIGH_SHELF,13000.0,-3.0,0.71,
