Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,400.0,0.7,3.0,0.48
PEAK,1000.0,-2.6,2.5,0.57
PEAK,2000.0,4.0,1.4,1.01
PEAK,3000.0,-2.4,3.0,0.48
HIGH_SHELF,3200.0,5.5,0.71,
PEAK,5700.0,-4.5,2.8,0.51
PEAK,8000.0,-2.0,6.0,0.24
PEAK,12500.0,-4.0,2.0,0.71
