Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.0,,
PEAK,15.0,-4.7,0.7,1.92
PEAK,70.0,1.9,1.6,0.89
LOW_SHELF,105.0,5.5,0.71,
PEAK,129.0,-7.7,0.7,1.92
PEAK,470.0,3.0,1.0,1.39
PEAK,1250.0,-6.2,1.4,1.01
PEAK,3000.0,3.0,1.4,1.01
PEAK,6700.0,-3.3,6.0,0.24
PEAK,8000.0,-2.1,6.0,0.24
