Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.0,,
LOW_SHELF,110.0,3.0,0.71,
PEAK,265.0,-1.6,1.0,1.39
PEAK,840.0,1.3,1.4,1.01
PEAK,1450.0,-4.5,1.6,0.89
PEAK,3150.0,2.5,2.0,0.71
PEAK,5400.0,-1.2,5.0,0.29
PEAK,8400.0,-2.0,3.0,0.48
