Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.1,,
PEAK,83.0,-2.1,1.0,1.39
LOW_SHELF,105.0,5.5,0.71,1.89
PEAK,160.0,2.5,2.0,0.71
PEAK,1750.0,-3.0,2.5,0.57
HIGH_SHELF,2000.0,8.0,0.71,1.89
PEAK,2950.0,-2.4,2.5,0.57
PEAK,5620.0,-6.4,4.2,0.34
HIGH_SHELF,10000.0,-6.0,0.71,1.89
PEAK,11200.0,-3.0,6.0,0.24
