Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.5,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,200.0,-3.2,0.4,3.02
PEAK,500.0,1.0,0.5,2.54
HIGH_SHELF,1700.0,7.0,0.71,
PEAK,2000.0,-1.0,4.0,0.36
PEAK,3650.0,-1.0,3.0,0.48
PEAK,6080.0,-5.3,3.0,0.48
PEAK,8450.0,-11.6,2.5,0.57
HIGH_SHELF,9000.0,-4.0,0.71,
PEAK,11900.0,-5.0,4.0,0.36
