Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.4,,
PEAK,88.0,-4.1,0.7,1.92
LOW_SHELF,105.0,5.5,0.71,
PEAK,1450.0,1.0,2.0,0.71
PEAK,2000.0,-1.0,3.0,0.48
PEAK,2500.0,-1.4,2.0,0.71
PEAK,4500.0,3.0,1.4,1.01
PEAK,5500.0,-4.0,6.0,0.24
PEAK,5680.0,-5.0,6.0,0.24
PEAK,8000.0,-3.6,2.0,0.71
