Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.6,,
LOW_SHELF,70.0,3.3,0.7,0.29
PEAK,210.0,-2.4,1.8,0.79
PEAK,700.0,3.9,1.0,1.39
PEAK,1600.0,-2.5,1.8,0.79
PEAK,3000.0,-3.3,2.0,0.71
PEAK,5800.0,-10.0,4.0,0.36
PEAK,7800.0,-9.0,5.0,0.29
PEAK,16000.0,-5.0,1.5,0.94
