Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.8,,
PEAK,17.0,-2.8,0.8,1.7
LOW_SHELF,105.0,0.0,0.71,
PEAK,210.0,-1.5,1.5,0.94
PEAK,1170.0,-1.7,1.4,1.01
HIGH_SHELF,1300.0,4.5,0.71,
PEAK,2950.0,-1.2,5.0,0.29
PEAK,4920.0,-4.0,6.0,0.24
PEAK,6300.0,-3.0,6.0,0.24
PEAK,8450.0,-4.0,7.0,0.21
HIGH_SHELF,11000.0,-9.0,0.71,
