Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.4,,
PEAK,270.0,-5.2,0.6,2.19
PEAK,100.0,0.8,1.1,1.27
PEAK,850.0,1.4,1.5,0.94
HIGH_SHELF,3800.0,12.8,1.0,
PEAK,4600.0,-16.5,3.0,0.48
HIGH_SHELF,1170.0,-0.7,1.0,
PEAK,3100.0,2.1,2.5,0.57
HIGH_SHELF,8000.0,-11.0,1.0,
PEAK,7300.0,3.0,3.0,0.48
PEAK,1800.0,-0.8,2.0,0.71
