Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.6,,
PEAK,90.0,-5.6,0.25,4.17
LOW_SHELF,105.0,5.5,0.71,
PEAK,1100.0,-3.2,1.1,1.27
PEAK,1950.0,4.0,1.7,0.84
PEAK,2640.0,-3.2,4.0,0.36
PEAK,5700.0,-4.1,6.0,0.24
PEAK,8000.0,6.0,1.1,1.27
PEAK,10500.0,-3.0,7.0,0.21
HIGH_SHELF,13000.0,-3.0,0.71,
