Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.3,,
PEAK,63.0,-3.8,0.7,1.92
LOW_SHELF,105.0,5.5,0.71,
PEAK,160.0,-2.6,0.8,1.7
PEAK,680.0,3.5,0.7,1.92
PEAK,1170.0,-2.1,1.2,1.17
PEAK,2000.0,1.0,1.0,1.39
PEAK,2900.0,-1.5,3.0,0.48
PEAK,5950.0,-6.4,3.5,0.41
PEAK,8300.0,-6.5,7.0,0.21
HIGH_SHELF,11000.0,-6.0,0.71,
