Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.1,,
LOW_SHELF,80.0,1.6,0.7,0.28
PEAK,170.0,-1.4,2.0,0.71
PEAK,1825.0,0.8,4.0,0.36
HIGH_SHELF,2500.0,5.7,0.7,0.3
PEAK,2700.0,-3.6,2.5,0.57
PEAK,4400.0,3.7,2.0,0.71
PEAK,5950.0,-3.4,6.0,0.24
HIGH_SHELF,6000.0,-10.0,0.7,0.36
