Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.2,,
PEAK,900.0,2.0,1.3,1.08
PEAK,1320.0,-1.3,3.0,0.48
PEAK,2750.0,-1.5,3.0,0.48
HIGH_SHELF,3000.0,2.0,0.71,
PEAK,4200.0,1.0,1.0,1.39
PEAK,4350.0,-1.0,4.0,0.36
PEAK,7000.0,-1.0,4.0,0.36
