Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.5,,
PEAK,280.0,-2.5,0.9,1.53
PEAK,880.0,0.9,1.8,0.79
PEAK,1500.0,-6.1,1.0,1.39
PEAK,3400.0,9.1,0.8,1.7
PEAK,5550.0,-5.5,4.0,0.36
HIGH_SHELF,11000.0,-2.0,0.71,
