Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.7,,
PEAK,27.0,-4.2,0.6,2.19
PEAK,95.0,-8.6,0.5,2.54
LOW_SHELF,105.0,5.5,0.71,
PEAK,2800.0,-2.5,1.3,1.08
PEAK,4700.0,1.4,2.0,0.71
PEAK,6000.0,-2.6,5.0,0.29
HIGH_SHELF,9000.0,-1.0,0.71,
