Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.1,,
PEAK,28.0,-9.4,0.35,3.33
LOW_SHELF,105.0,5.5,0.71,
PEAK,165.0,3.0,0.55,2.35
PEAK,1500.0,-3.8,1.4,1.01
HIGH_SHELF,1800.0,8.0,0.71,
PEAK,2650.0,-4.9,1.7,0.84
PEAK,5350.0,-9.2,2.5,0.57
PEAK,8100.0,-5.1,5.0,0.29
HIGH_SHELF,10000.0,-8.0,0.71,
PEAK,10400.0,-2.0,7.0,0.21
