Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.4,,
PEAK,200.0,-4.6,0.6,2.19
HIGH_SHELF,1000.0,5.0,0.7,0.3
PEAK,2700.0,-1.1,6.0,0.24
PEAK,3950.0,-2.1,5.0,0.29
PEAK,5475.0,-2.6,6.0,0.24
HIGH_SHELF,7000.0,-8.0,0.7,0.33
PEAK,7700.0,-3.3,7.0,0.21
