Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.8,,
LOW_SHELF,45.0,1.9,0.7,0.28
PEAK,185.0,-5.5,0.42,2.91
HIGH_SHELF,470.0,5.0,0.7,0.3
PEAK,1750.0,-1.4,3.0,0.48
PEAK,3100.0,-1.9,6.0,0.24
PEAK,3430.0,3.5,6.0,0.24
PEAK,4250.0,-1.4,3.0,0.48
PEAK,5900.0,-5.7,3.0,0.48
PEAK,7200.0,3.0,3.0,0.48
PEAK,10000.0,-9.0,1.0,1.39
