Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.9,,
LOW_SHELF,90.0,2.0,0.7,0.28
PEAK,170.0,-6.7,0.6,2.19
PEAK,335.0,4.0,2.5,0.57
PEAK,2050.0,3.0,2.0,0.71
HIGH_SHELF,5000.0,3.5,0.7,0.29
PEAK,5400.0,-10.5,3.0,0.48
PEAK,7000.0,4.0,4.0,0.36
HIGH_SHELF,13000.0,-8.0,0.7,0.33
PEAK,16000.0,-2.0,2.0,0.71
