Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.6,,
LOW_SHELF,105.0,-1.0,0.71,
PEAK,170.0,0.8,2.0,0.71
PEAK,350.0,2.5,0.5,2.54
PEAK,1100.0,-1.0,1.4,1.01
PEAK,2250.0,3.8,1.4,1.01
PEAK,3050.0,-3.7,2.0,0.71
PEAK,4700.0,-2.7,3.5,0.41
PEAK,8000.0,-4.5,3.0,0.48
HIGH_SHELF,10000.0,1.0,0.71,
