Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.5,,
LOW_SHELF,40.0,6.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,200.0,-1.5,1.0,1.39
PEAK,1900.0,-6.0,1.7,0.84
PEAK,3300.0,-1.0,6.0,0.24
PEAK,3780.0,-3.5,6.0,0.24
PEAK,4200.0,4.0,1.2,1.17
PEAK,5200.0,-0.7,3.0,0.48
PEAK,5700.0,-3.1,2.4,0.6
HIGH_SHELF,12000.0,3.0,0.71,
