Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.7,,
PEAK,34.0,-9.4,0.3,3.7
LOW_SHELF,105.0,5.5,0.71,
PEAK,380.0,2.5,1.4,1.01
PEAK,1900.0,-4.0,0.5,2.54
PEAK,1960.0,-3.1,3.0,0.48
HIGH_SHELF,3000.0,12.0,0.71,
PEAK,3050.0,-1.5,3.0,0.48
PEAK,5100.0,-6.4,4.5,0.32
PEAK,8200.0,-4.0,4.0,0.36
HIGH_SHELF,11000.0,-12.0,0.71,
