Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.3,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,120.0,-8.0,0.2,4.75
PEAK,125.0,1.3,1.6,0.89
PEAK,800.0,2.5,1.2,1.17
PEAK,2150.0,-3.5,3.0,0.48
PEAK,3300.0,4.0,1.0,1.39
PEAK,3850.0,-1.7,4.0,0.36
PEAK,5650.0,-5.3,2.5,0.57
PEAK,7750.0,-2.8,4.0,0.36
HIGH_SHELF,10000.0,1.5,0.71,
