Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.3,,
PEAK,43.0,2.0,1.4,1.01
PEAK,90.0,-7.6,0.55,2.35
LOW_SHELF,105.0,5.5,0.71,
PEAK,330.0,5.3,1.4,1.01
PEAK,1800.0,-2.4,2.2,0.65
PEAK,2650.0,-1.7,3.0,0.48
PEAK,6000.0,-2.4,5.0,0.29
PEAK,8300.0,-3.0,7.0,0.21
HIGH_SHELF,9000.0,4.0,0.71,
