Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.5,,
PEAK,28.0,4.5,1.0,1.39
PEAK,70.0,-0.7,2.0,0.71
PEAK,100.0,-1.8,2.5,0.57
PEAK,200.0,-1.3,2.5,0.57
PEAK,310.0,2.2,1.5,0.94
PEAK,1250.0,-2.2,2.5,0.57
PEAK,2200.0,3.6,1.0,1.39
PEAK,4300.0,-3.5,2.0,0.71
PEAK,6920.0,-2.3,5.0,0.29
PEAK,7250.0,-2.0,9.0,0.16
