Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.4,,
PEAK,140.0,-4.6,0.9,1.53
PEAK,1350.0,1.0,2.5,0.57
PEAK,2200.0,-1.8,4.0,0.36
PEAK,3300.0,-10.0,5.0,0.29
PEAK,4200.0,8.0,1.5,0.94
PEAK,5200.0,-1.8,5.0,0.29
PEAK,6000.0,3.0,4.0,0.36
PEAK,6800.0,-3.6,6.0,0.24
PEAK,10150.0,-10.0,4.0,0.36
HIGH_SHELF,13000.0,-2.0,0.7,0.28
