Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.3,,
PEAK,300.0,-5.8,0.6,2.19
PEAK,600.0,-1.2,1.4,1.01
PEAK,1300.0,-3.5,1.5,0.94
PEAK,2975.0,-4.8,3.0,0.48
PEAK,4300.0,-1.3,4.0,0.36
PEAK,6500.0,2.3,1.3,1.08
HIGH_SHELF,9000.0,-4.0,0.7,0.29
