Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.6,,
PEAK,20.0,-3.5,0.3,3.7
LOW_SHELF,105.0,5.5,0.71,
PEAK,170.0,1.1,2.0,0.71
PEAK,1290.0,-2.2,1.8,0.79
HIGH_SHELF,1400.0,7.0,0.71,
PEAK,2700.0,-1.0,6.0,0.24
PEAK,3600.0,-0.8,6.0,0.24
PEAK,4350.0,-1.2,6.0,0.24
PEAK,5800.0,-7.8,3.0,0.48
HIGH_SHELF,10000.0,-9.0,0.71,
