Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.3,,
LOW_SHELF,300.0,-17.5,0.5,0.62
PEAK,770.0,1.8,1.0,1.39
PEAK,1500.0,-0.9,4.0,0.36
PEAK,2600.0,3.0,1.4,1.01
PEAK,4650.0,-4.8,3.3,0.44
HIGH_SHELF,5000.0,6.0,0.8,
HIGH_SHELF,11000.0,3.0,1.0,
