Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.9,,
PEAK,1400.0,-3.2,1.7,0.84
PEAK,2700.0,-3.9,1.55,0.92
PEAK,350.0,-1.1,1.0,1.39
LOW_SHELF,150.0,2.2,0.7,0.28
PEAK,93.0,1.0,1.0,1.39
PEAK,950.0,0.7,2.5,0.57
