Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-11.0,,
LOW_SHELF,150.0,3.4,0.7,0.29
PEAK,260.0,-1.3,1.5,0.94
HIGH_SHELF,560.0,9.1,0.7,0.35
PEAK,900.0,0.4,3.0,0.48
PEAK,1450.0,-0.3,3.0,0.48
PEAK,2400.0,-1.1,1.2,1.17
HIGH_SHELF,4000.0,-10.0,0.7,0.36
PEAK,4650.0,8.4,1.0,1.39
PEAK,7000.0,-6.0,3.5,0.41
HIGH_SHELF,16000.0,8.0,0.7,0.33
