Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.7,,
PEAK,150.0,-5.2,1.4,1.01
PEAK,270.0,3.0,3.0,0.48
PEAK,1280.0,-1.2,6.0,0.24
PEAK,400.0,0.7,1.0,1.39
PEAK,72.0,2.0,4.0,0.36
PEAK,3400.0,7.0,3.0,0.48
PEAK,2450.0,-1.1,5.0,0.29
PEAK,6100.0,-6.0,6.0,0.24
PEAK,4450.0,-3.0,8.0,0.18
PEAK,45.0,-1.0,2.0,0.71
