Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.8,,
LOW_SHELF,50.0,3.0,0.71,
PEAK,200.0,-2.3,0.5,2.54
HIGH_SHELF,280.0,1.5,0.71,
PEAK,340.0,0.4,3.0,0.48
PEAK,900.0,0.7,2.0,0.71
PEAK,1600.0,-4.8,1.1,1.27
PEAK,2750.0,7.0,0.9,1.53
PEAK,3550.0,-4.0,4.0,0.36
PEAK,4100.0,-1.5,5.0,0.29
PEAK,6150.0,-3.1,5.0,0.29
