Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.2,,
PEAK,74.0,-2.1,1.0,1.39
LOW_SHELF,105.0,1.0,0.71,
PEAK,200.0,-2.6,1.0,1.39
PEAK,1000.0,-0.9,1.9,0.75
HIGH_SHELF,1200.0,2.5,0.71,
PEAK,2000.0,2.0,1.5,0.94
HIGH_SHELF,10000.0,-5.0,0.71,
