Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.4,,
PEAK,1150.0,8.0,0.45,2.76
PEAK,700.0,-2.0,1.3,1.08
PEAK,1950.0,-4.3,2.5,0.57
HIGH_SHELF,2000.0,5.0,0.7,0.3
HIGH_SHELF,7000.0,-5.5,0.7,0.3
PEAK,10600.0,-12.0,4.0,0.36
PEAK,7050.0,-4.0,6.0,0.24
