Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.3,,
LOW_SHELF,40.0,3.0,0.71,
PEAK,650.0,1.4,1.1,1.27
PEAK,1000.0,-0.8,3.0,0.48
PEAK,2150.0,9.0,0.7,1.92
PEAK,3400.0,2.0,4.0,0.36
PEAK,5500.0,-2.9,6.0,0.24
PEAK,6100.0,-1.6,8.0,0.18
PEAK,8000.0,2.0,1.4,1.01
HIGH_SHELF,11000.0,6.0,0.71,
