Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.8,,
PEAK,69.0,-5.4,0.7,1.92
LOW_SHELF,110.0,10.0,0.71,
PEAK,290.0,-4.7,0.4,3.02
PEAK,1100.0,-0.5,2.0,0.71
PEAK,2240.0,3.6,1.7,0.84
PEAK,2900.0,-1.0,5.0,0.29
PEAK,3980.0,1.8,2.5,0.57
PEAK,5050.0,-2.4,5.0,0.29
PEAK,8000.0,-1.5,3.0,0.48
HIGH_SHELF,10000.0,-2.0,0.71,
