Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.2,,
PEAK,40.0,-4.1,0.25,4.17
LOW_SHELF,105.0,5.5,0.71,
PEAK,115.0,-2.6,2.0,0.71
PEAK,180.0,2.0,2.0,0.71
HIGH_SHELF,1900.0,5.0,0.71,
PEAK,3900.0,2.5,1.7,0.84
PEAK,4650.0,-2.6,4.0,0.36
PEAK,6000.0,-5.6,4.0,0.36
HIGH_SHELF,11000.0,-10.0,0.71,
