Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.4,,
LOW_SHELF,80.0,2.0,0.71,
LOW_SHELF,500.0,-7.0,0.6,1.48
HIGH_SHELF,1150.0,6.0,0.71,
PEAK,1250.0,2.0,2.0,0.71
PEAK,1730.0,-2.6,2.2,0.65
PEAK,2400.0,-1.0,2.0,0.71
PEAK,5070.0,-8.8,3.5,0.41
PEAK,7650.0,-4.0,5.0,0.29
HIGH_SHELF,10000.0,-10.0,0.71,
PEAK,10800.0,-3.0,7.0,0.21
