Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.5,,
PEAK,59.0,-2.6,0.8,1.7
LOW_SHELF,105.0,5.5,0.71,
PEAK,720.0,-1.5,4.5,0.32
PEAK,800.0,2.0,2.0,0.71
PEAK,1080.0,-4.0,2.0,0.71
PEAK,1500.0,-0.5,1.4,1.01
PEAK,2900.0,10.0,0.6,2.19
PEAK,3000.0,-4.1,3.0,0.48
PEAK,5850.0,-7.0,5.0,0.29
HIGH_SHELF,12000.0,1.0,0.71,
