Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-4.6,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,110.0,-2.5,1.6,0.89
LOW_SHELF,270.0,-4.5,0.71,
PEAK,640.0,-2.4,1.0,1.39
PEAK,2100.0,5.0,1.0,1.39
PEAK,2700.0,-1.0,4.0,0.36
PEAK,6850.0,-2.2,5.0,0.29
PEAK,8150.0,-2.0,4.5,0.32
HIGH_SHELF,10000.0,3.0,0.71,
