Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.5,,
LOW_SHELF,35.0,2.0,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,720.0,1.5,1.2,1.17
HIGH_SHELF,3000.0,7.0,0.71,
PEAK,3200.0,-4.4,2.0,0.71
PEAK,7700.0,-3.9,5.5,0.26
HIGH_SHELF,10000.0,-9.0,0.71,
