Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,0.1,,
PEAK,240.0,-8.0,0.5,2.54
PEAK,1250.0,-2.3,2.0,0.71
PEAK,1700.0,-7.8,1.9,0.75
