Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.5,,
PEAK,80.0,0.8,1.5,0.94
PEAK,210.0,-4.0,0.7,1.92
PEAK,415.0,1.3,1.8,0.79
PEAK,650.0,-0.8,3.0,0.48
PEAK,1100.0,-2.8,1.1,1.27
PEAK,2200.0,3.5,1.0,1.39
PEAK,2250.0,1.2,3.0,0.48
PEAK,2900.0,-2.3,2.5,0.57
PEAK,3150.0,6.5,1.0,1.39
PEAK,6000.0,-3.0,3.0,0.48
