Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.0,,
PEAK,29.0,-0.8,1.0,1.39
PEAK,63.0,2.6,4.0,0.36
PEAK,130.0,-5.0,1.2,1.17
PEAK,250.0,4.0,2.0,0.71
PEAK,500.0,-0.5,2.0,0.71
PEAK,750.0,1.4,2.2,0.65
PEAK,1100.0,-2.0,1.5,0.94
PEAK,2700.0,8.3,0.8,1.7
PEAK,6000.0,-5.4,3.0,0.48
PEAK,8000.0,-5.0,6.0,0.24
