Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.7,,
PEAK,470.0,1.7,1.1,1.27
PEAK,1300.0,-7.0,1.8,0.79
HIGH_SHELF,1500.0,6.0,0.7,0.31
PEAK,3100.0,-1.4,4.0,0.36
PEAK,5750.0,-7.0,3.0,0.48
HIGH_SHELF,8000.0,-5.0,0.7,0.3
PEAK,80.0,-6.4,1.0,1.39
