Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.1,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,600.0,0.7,1.8,0.79
HIGH_SHELF,2200.0,8.5,0.71,
PEAK,2650.0,-1.0,5.0,0.29
PEAK,3520.0,-1.5,5.0,0.29
PEAK,5750.0,-3.7,4.5,0.32
PEAK,7900.0,-3.2,7.0,0.21
PEAK,10390.0,-4.0,7.0,0.21
HIGH_SHELF,11000.0,-12.0,0.71,
