Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-6.3,,
PEAK,20.0,-5.4,0.7,1.92
PEAK,88.0,-9.4,0.8,1.7
LOW_SHELF,105.0,5.5,0.71,
PEAK,265.0,8.0,0.9,1.53
PEAK,800.0,-1.3,1.4,1.01
PEAK,1700.0,1.7,2.0,0.71
PEAK,3850.0,-2.4,3.0,0.48
PEAK,7800.0,-1.0,6.0,0.24
PEAK,8100.0,-6.0,5.0,0.29
HIGH_SHELF,11000.0,-2.0,0.71,
