Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-2.2,,
PEAK,22.0,-11.0,0.25,4.17
LOW_SHELF,110.0,10.0,0.71,
PEAK,250.0,3.4,0.9,1.53
PEAK,600.0,-2.6,1.4,1.01
PEAK,1350.0,-3.3,1.2,1.17
HIGH_SHELF,2500.0,4.0,0.71,
PEAK,2700.0,-5.2,1.3,1.08
PEAK,4700.0,-1.0,4.0,0.36
PEAK,8900.0,-3.0,3.0,0.48
HIGH_SHELF,10000.0,-5.0,0.71,
