Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-7.0,,
PEAK,20.0,1.5,1.0,1.39
LOW_SHELF,105.0,5.5,0.71,
PEAK,950.0,-1.8,3.0,0.48
PEAK,1770.0,6.5,1.1,1.27
PEAK,3100.0,-3.0,2.0,0.71
PEAK,6400.0,-1.5,6.0,0.24
PEAK,7000.0,2.5,1.4,1.01
PEAK,8050.0,-3.2,6.0,0.24
HIGH_SHELF,10000.0,-0.5,0.71,
