Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.1,,
PEAK,69.0,-1.2,1.3,1.08
LOW_SHELF,110.0,10.0,0.71,
LOW_SHELF,260.0,-15.0,0.5,0.6
PEAK,900.0,1.7,1.1,1.27
PEAK,4600.0,-3.0,3.5,0.41
HIGH_SHELF,5000.0,6.0,0.71,
HIGH_SHELF,11000.0,-2.0,0.71,
