Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.5,,
LOW_SHELF,40.0,2.2,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,470.0,1.0,2.0,0.71
PEAK,950.0,-0.8,1.4,1.01
HIGH_SHELF,1600.0,9.0,0.71,
PEAK,2100.0,0.9,2.0,0.71
PEAK,5900.0,-4.2,4.0,0.36
HIGH_SHELF,10000.0,-9.0,0.71,
PEAK,10800.0,-3.0,5.0,0.29
