Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.3,,
PEAK,73.0,2.4,1.6,0.89
LOW_SHELF,105.0,5.5,0.71,1.89
PEAK,120.0,-6.8,0.4,3.02
PEAK,420.0,2.1,1.3,1.08
PEAK,2000.0,2.7,1.0,1.39
PEAK,2400.0,-1.1,5.0,0.29
HIGH_SHELF,3000.0,3.5,0.71,1.89
PEAK,5800.0,-4.9,2.6,0.55
HIGH_SHELF,10000.0,-3.5,0.71,1.89
