Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.1,,
LOW_SHELF,33.0,3.2,0.71,
PEAK,150.0,0.8,1.7,0.84
HIGH_SHELF,730.0,6.5,0.71,
PEAK,1300.0,2.0,2.0,0.71
PEAK,2260.0,-6.9,2.4,0.6
PEAK,2800.0,4.4,1.0,1.39
PEAK,4000.0,-1.2,4.5,0.32
PEAK,5750.0,-7.8,1.9,0.75
PEAK,7900.0,-2.0,6.0,0.24
HIGH_SHELF,11000.0,-3.0,0.71,
