Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.4,,
LOW_SHELF,105.0,5.5,0.71,
PEAK,50.0,-4.2,1.1,1.27
PEAK,950.0,-3.6,2.8,0.51
PEAK,1390.0,-3.4,3.0,0.48
PEAK,2050.0,1.6,2.0,0.71
HIGH_SHELF,2750.0,6.0,0.71,
PEAK,4300.0,-2.0,6.0,0.24
HIGH_SHELF,10000.0,-6.0,0.71,
PEAK,10300.0,-5.0,6.0,0.24
PEAK,12000.0,-6.0,6.0,0.24
