Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-9.7,,
PEAK,200.0,-5.3,0.4,3.02
PEAK,600.0,1.3,0.9,1.53
PEAK,6700.0,10.0,0.7,1.92
PEAK,4350.0,-7.9,1.8,0.79
PEAK,2400.0,-1.8,2.0,0.71
PEAK,6150.0,2.0,2.0,0.71
