Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-1.0,,
PEAK,190.0,-0.7,1.4,1.01
PEAK,1450.0,-1.7,1.6,0.89
PEAK,2000.0,-0.7,3.0,0.48
PEAK,3250.0,-5.0,2.5,0.57
PEAK,3300.0,3.5,1.0,1.39
PEAK,6000.0,-1.0,4.0,0.36
PEAK,8100.0,-3.0,3.0,0.48
