Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.0,,
LOW_SHELF,90.0,10.0,0.7,0.36
PEAK,135.0,1.4,1.5,0.94
PEAK,240.0,-1.7,2.0,0.71
PEAK,1300.0,-2.0,2.0,0.71
PEAK,5000.0,3.4,1.0,1.39
PEAK,3000.0,-1.0,4.0,0.36
PEAK,8000.0,-3.5,3.0,0.48
PEAK,850.0,0.9,3.0,0.48
