Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-10.9,,
LOW_SHELF,45.0,2.5,0.71,
LOW_SHELF,105.0,5.5,0.71,
PEAK,1200.0,-3.5,2.0,0.71
HIGH_SHELF,1650.0,9.5,0.71,
PEAK,1680.0,-3.0,2.8,0.51
PEAK,3150.0,-1.7,3.0,0.48
PEAK,4500.0,2.5,1.0,1.39
PEAK,6150.0,-4.0,4.0,0.36
PEAK,8400.0,-3.0,4.0,0.36
HIGH_SHELF,13000.0,-9.5,0.71,
