Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-5.1,,
PEAK,160.0,-3.5,0.9,1.53
PEAK,940.0,2.0,5.0,0.29
PEAK,1135.0,5.0,2.0,0.71
PEAK,1890.0,-4.0,3.0,0.48
PEAK,2350.0,2.0,5.0,0.29
PEAK,2900.0,-1.5,6.0,0.24
PEAK,3500.0,1.6,6.0,0.24
PEAK,4200.0,-3.5,4.0,0.36
PEAK,5750.0,-9.0,8.0,0.18
PEAK,6900.0,2.5,5.0,0.29
