Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-8.6,,
PEAK,31.5,8.0,1.41,1.0
PEAK,63.0,3.0,1.41,1.0
PEAK,125.0,0.5,1.41,1.0
PEAK,250.0,-0.5,1.41,1.0
PEAK,500.0,1.0,1.41,1.0
PEAK,1000.0,-1.1,1.41,1.0
PEAK,2000.0,2.0,1.41,1.0
PEAK,4000.0,1.0,1.41,1.0
PEAK,8000.0,0.0,1.41,1.0
PEAK,16000.0,2.0,1.41,1.0
