Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-3.5,,
LOW_SHELF,70.0,3.5,0.71,
PEAK,234.0,-5.0,0.6,2.19
PEAK,780.0,0.6,1.4,1.01
PEAK,1450.0,-1.0,2.0,0.71
HIGH_SHELF,1500.0,5.0,0.71,
PEAK,2900.0,-4.8,2.6,0.55
PEAK,5900.0,-4.1,4.5,0.32
HIGH_SHELF,7000.0,-5.0,0.71,
