Filter Type,Frequency(Hz),Gain(dB),Q-Factor,BW
PREAMP,,-12.5,,
LOW_SHELF,79.0,12.7,0.5,0.58
PEAK,230.0,-1.5,1.0,1.39
PEAK,830.0,1.1,1.5,0.94
PEAK,1230.0,-0.7,3.0,0.48
PEAK,1750.0,-3.3,0.7,1.92
PEAK,3400.0,0.8,3.0,0.48
PEAK,4900.0,-1.8,3.0,0.48
PEAK,7400.0,8.0,1.0,1.39
PEAK,7500.0,2.0,2.2,0.65
PEAK,11000.0,-7.0,3.0,0.48
